trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.1, 'e': 0.9139906932754983}",25,0,-119.42032534149406,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
552,False,"{'a': 0.1, 'e': 0.9132073714304527}",20,0,-138.20779000922826,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
553,False,"{'a': 0.1, 'e': 0.9124183527274078}",20,4,-55.40688239811882,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
554,False,"{'a': 0.1, 'e': 0.9116236061490898}",30,0,-252.93626904376802,"{0: 13, 1: 5, 2: 8, 3: 0, 4: 4}",0
555,False,"{'a': 0.1, 'e': 0.9108231005658436}",25,0,-135.56219522823358,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
556,False,"{'a': 0.1, 'e': 0.9100168047354299}",30,2,-104.67199102557453,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 1}",1
557,False,"{'a': 0.1, 'e': 0.9092046873028214}",20,0,-100.5112378042986,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
558,False,"{'a': 0.1, 'e': 0.9083867167999999}",25,0,-135.41966579043012,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
559,False,"{'a': 0.1, 'e': 0.9075628616457535}",35,0,-171.73291244141228,"{0: 20, 1: 3, 2: 8, 3: 3, 4: 1}",0
560,False,"{'a': 0.1, 'e': 0.9067330901454724}",25,0,-87.45129299421698,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
561,False,"{'a': 0.1, 'e': 0.9058973704909465}",25,0,-87.47419988106407,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
562,False,"{'a': 0.1, 'e': 0.9050556707601619}",20,0,-127.66643813388855,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",1
563,False,"{'a': 0.1, 'e': 0.9042079589170977}",20,0,-148.00753237506814,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
564,False,"{'a': 0.1, 'e': 0.9033542028115227}",20,10,-48.518379781993495,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
565,False,"{'a': 0.1, 'e': 0.9024943701787922}",25,0,-103.72269400893647,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
566,False,"{'a': 0.1, 'e': 0.901628428639645}",20,0,-72.65035925004965,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
567,False,"{'a': 0.1, 'e': 0.9007563457}",25,0,-252.0905840739289,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 5}",0
568,False,"{'a': 0.1, 'e': 0.8998780887507527}",25,0,-124.87708485936504,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
569,False,"{'a': 0.1, 'e': 0.8989936250675727}",20,2,-83.48017335189056,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 1}",1
570,False,"{'a': 0.1, 'e': 0.8981029218106996}",20,0,-107.98285070231348,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
571,False,"{'a': 0.1, 'e': 0.8972059460247405}",20,0,-165.35625591841057,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
572,False,"{'a': 0.1, 'e': 0.8963026646384664}",20,0,-102.48446832356612,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
573,False,"{'a': 0.1, 'e': 0.8953930444646091}",25,0,-60.67144785784515,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
574,False,"{'a': 0.1, 'e': 0.8944770521996579}",25,0,-20.650621483408443,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
575,False,"{'a': 0.1, 'e': 0.8935546544236567}",25,0,-69.66385176684705,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
576,False,"{'a': 0.1, 'e': 0.8926258176}",20,7,-3.7757056658451162,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.1, 'e': 0.8916905080752308}",20,0,-94.84781518641698,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
578,False,"{'a': 0.1, 'e': 0.8907486920788362}",20,0,-127.91071988408048,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
579,False,"{'a': 0.1, 'e': 0.8898003357230453}",35,8,-65.95241564963678,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 0}",1
580,False,"{'a': 0.1, 'e': 0.8888454050026249}",30,0,-96.4657273038956,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",1
581,False,"{'a': 0.1, 'e': 0.8878838657946773}",20,0,-49.569018703324446,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
582,False,"{'a': 0.1, 'e': 0.8869156838584362}",25,0,-42.119666788879,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
583,False,"{'a': 0.1, 'e': 0.8859408248350641}",20,7,-55.420969650922174,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 0}",1
584,False,"{'a': 0.1, 'e': 0.8849592542474487}",25,0,-107.7543666256798,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
585,False,"{'a': 0.1, 'e': 0.8839709375}",25,0,-75.41532312240643,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
586,False,"{'a': 0.1, 'e': 0.8829758398784467}",35,0,-209.27480095367545,"{0: 18, 1: 7, 2: 7, 3: 0, 4: 3}",0
587,False,"{'a': 0.1, 'e': 0.8819739265496334}",30,0,-159.65744137936576,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
588,False,"{'a': 0.1, 'e': 0.8809651625613169}",20,0,-124.36200359412862,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
589,False,"{'a': 0.1, 'e': 0.8799495128419634}",30,0,-122.98772412201916,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
590,False,"{'a': 0.1, 'e': 0.8789269422005453}",20,0,-27.22748557096505,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
591,False,"{'a': 0.1, 'e': 0.8778974153263375}",30,0,-165.30252957013303,"{0: 17, 1: 4, 2: 4, 3: 4, 4: 1}",0
592,False,"{'a': 0.1, 'e': 0.8768608967887145}",20,0,-127.27826189592717,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
593,False,"{'a': 0.1, 'e': 0.8758173510369472}",25,0,-69.23366579522042,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
594,False,"{'a': 0.1, 'e': 0.8747667424}",30,0,-109.80558091930281,"{0: 15, 1: 6, 2: 8, 3: 1, 4: 0}",0
595,False,"{'a': 0.1, 'e': 0.8737090350863266}",20,0,-81.95902311694442,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
596,False,"{'a': 0.1, 'e': 0.8726441931836678}",20,0,-138.16581936398012,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
597,False,"{'a': 0.1, 'e': 0.8715721806588477}",20,5,-104.19825858824031,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
598,False,"{'a': 0.1, 'e': 0.8704929613575708}",25,0,-174.91616360780003,"{0: 12, 1: 6, 2: 2, 3: 3, 4: 2}",0
599,False,"{'a': 0.1, 'e': 0.8694064990042185}",25,10,-152.75500979024238,"{0: 6, 1: 2, 2: 3, 3: 2, 4: 2}",1
600,False,"{'a': 0.1, 'e': 0.868312757201646}",30,0,-196.00277197357713,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
601,False,"{'a': 0.1, 'e': 0.8672116994309793}",20,0,-101.45907515071731,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
602,False,"{'a': 0.1, 'e': 0.8661032890514115}",30,0,-106.57300101599154,"{0: 20, 1: 0, 2: 9, 3: 0, 4: 1}",0
603,False,"{'a': 0.1, 'e': 0.8649874893}",30,0,-113.73289817660432,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
604,False,"{'a': 0.1, 'e': 0.863864263291463}",20,9,5.4912330453389835,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.1, 'e': 0.8627335740179766}",20,0,-9.356409860580637,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
606,False,"{'a': 0.1, 'e': 0.8615953843489712}",20,0,-199.61482575576457,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
607,False,"{'a': 0.1, 'e': 0.8604496570309286}",30,0,-161.14822125324991,"{0: 21, 1: 1, 2: 2, 3: 4, 4: 2}",0
608,False,"{'a': 0.1, 'e': 0.8592963546871785}",25,0,-53.67259411199094,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
609,False,"{'a': 0.1, 'e': 0.8581354398176955}",25,0,-115.22174290461984,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
610,False,"{'a': 0.1, 'e': 0.8569668747988959}",20,0,-30.246580788511675,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
611,False,"{'a': 0.1, 'e': 0.8557906218834341}",25,0,-85.22873977499349,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
612,False,"{'a': 0.1, 'e': 0.8546066432}",35,0,-126.2401196941339,"{0: 23, 1: 5, 2: 4, 3: 1, 4: 2}",0
613,False,"{'a': 0.1, 'e': 0.8534149007531152}",30,0,-73.2387466457907,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
614,False,"{'a': 0.1, 'e': 0.8522153564229301}",25,0,-77.12795566652098,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
615,False,"{'a': 0.1, 'e': 0.8510079719650205}",25,0,-109.3970050617149,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
616,False,"{'a': 0.1, 'e': 0.8497927090101848}",25,0,-154.12074542783185,"{0: 12, 1: 0, 2: 11, 3: 1, 4: 1}",0
617,False,"{'a': 0.1, 'e': 0.8485695290642399}",25,13,-59.980062403522055,"{0: 6, 1: 2, 2: 2, 3: 2, 4: 0}",1
618,False,"{'a': 0.1, 'e': 0.8473383935078189}",20,0,-148.85647959364053,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
619,False,"{'a': 0.1, 'e': 0.8460992635961676}",20,0,-77.1062838724326,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",1
620,False,"{'a': 0.1, 'e': 0.8448521004589409}",25,0,-101.13597646987937,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
621,False,"{'a': 0.1, 'e': 0.8435968651}",20,0,-78.19361718892418,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
622,False,"{'a': 0.1, 'e': 0.8423335183972092}",25,0,-89.08242227592913,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
623,False,"{'a': 0.1, 'e': 0.841062021102232}",30,0,-298.8683019686013,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 5}",0
624,False,"{'a': 0.1, 'e': 0.8397823338403292}",20,0,-82.35333599357237,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
625,False,"{'a': 0.1, 'e': 0.8384944171101543}",20,0,-173.07213990819628,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
626,False,"{'a': 0.1, 'e': 0.837198231283551}",20,0,-161.639351406357,"{0: 8, 1: 3, 2: 5, 3: 3, 4: 1}",0
627,False,"{'a': 0.1, 'e': 0.8358937366053498}",25,0,-128.06911615727822,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
628,False,"{'a': 0.1, 'e': 0.834580893193165}",25,0,-152.97203527724403,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
629,False,"{'a': 0.1, 'e': 0.8332596610371912}",20,0,-240.97122090006798,"{0: 8, 1: 0, 2: 7, 3: 1, 4: 4}",0
630,False,"{'a': 0.1, 'e': 0.8319300000000001}",20,0,-49.818173585034536,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
631,False,"{'a': 0.1, 'e': 0.8305918698163373}",20,0,-48.92383400113399,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
632,False,"{'a': 0.1, 'e': 0.8292452300929194}",30,0,-160.7732568261899,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
633,False,"{'a': 0.1, 'e': 0.8278900403082304}",25,0,-104.14093600171937,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
634,False,"{'a': 0.1, 'e': 0.8265262598123186}",20,0,-52.50912117470799,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
635,False,"{'a': 0.1, 'e': 0.8251538478265932}",20,0,-75.57735030404407,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
636,False,"{'a': 0.1, 'e': 0.8237727634436214}",25,0,-50.00853444218791,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
637,False,"{'a': 0.1, 'e': 0.822382965626925}",20,0,-111.46691718158773,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
638,False,"{'a': 0.1, 'e': 0.8209844132107775}",25,0,8.077834861821264,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
639,False,"{'a': 0.1, 'e': 0.8195770649}",20,0,-91.37751430959024,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
640,False,"{'a': 0.1, 'e': 0.818160879269759}",30,6,-190.98224090969012,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 3}",1
641,False,"{'a': 0.1, 'e': 0.8167358147653627}",20,10,-81.05207361589407,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 2}",1
642,False,"{'a': 0.1, 'e': 0.8153018297020576}",20,0,-113.52352392464087,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
643,False,"{'a': 0.1, 'e': 0.8138588822648258}",20,2,-19.088438352048605,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
644,False,"{'a': 0.1, 'e': 0.8124069305081814}",25,0,-113.31497465372999,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
645,False,"{'a': 0.1, 'e': 0.8109459323559671}",25,10,-15.251997145042683,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.8094758456011516}",30,11,-102.80608819921288,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 1}",1
647,False,"{'a': 0.1, 'e': 0.8079966279056259}",35,3,-35.044154696431846,"{0: 25, 1: 2, 2: 4, 3: 1, 4: 0}",1
648,False,"{'a': 0.1, 'e': 0.8065082368000001}",30,12,-53.847669002607674,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
649,False,"{'a': 0.1, 'e': 0.8050106296834002}",25,0,-123.10598663106212,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
650,False,"{'a': 0.1, 'e': 0.8035037638232654}",20,0,-86.64235551352694,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
651,False,"{'a': 0.1, 'e': 0.801987596355144}",20,0,-9.879769587282127,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
652,False,"{'a': 0.1, 'e': 0.8004620842824908}",20,0,-97.6042208836959,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
653,False,"{'a': 0.1, 'e': 0.7989271844764636}",25,0,-140.81416650513071,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
654,False,"{'a': 0.1, 'e': 0.7973828536757201}",20,0,-213.39632406393685,"{0: 8, 1: 0, 2: 8, 3: 1, 4: 3}",0
655,False,"{'a': 0.1, 'e': 0.7958290484862148}",20,14,13.107819811187316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.1, 'e': 0.7942657253809955}",30,0,-116.89115079564449,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
657,False,"{'a': 0.1, 'e': 0.7926928407}",20,0,-92.09339835074371,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
658,False,"{'a': 0.1, 'e': 0.7911103506498536}",25,10,-59.28888861526218,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
659,False,"{'a': 0.1, 'e': 0.7895182113036647}",20,13,-19.48685896861688,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
660,False,"{'a': 0.1, 'e': 0.7879163786008231}",25,0,-114.72616834571848,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
661,False,"{'a': 0.1, 'e': 0.7863048083467951}",20,5,-23.51053357014806,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
662,False,"{'a': 0.1, 'e': 0.7846834562129215}",35,3,-69.48281976981792,"{0: 25, 1: 1, 2: 4, 3: 1, 4: 1}",1
663,False,"{'a': 0.1, 'e': 0.783052277736214}",20,8,-38.70193501305398,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
664,False,"{'a': 0.1, 'e': 0.7814112283191519}",20,3,-61.008494683682855,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 0}",1
665,False,"{'a': 0.1, 'e': 0.7797602632294789}",25,18,1.7057329225079068,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.1, 'e': 0.7780993376}",25,0,-82.50176972573864,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
667,False,"{'a': 0.1, 'e': 0.7764284064283782}",25,0,-54.96075585565461,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
668,False,"{'a': 0.1, 'e': 0.774747424576931}",30,0,-47.01994621801618,"{0: 23, 1: 5, 2: 1, 3: 0, 4: 1}",0
669,False,"{'a': 0.1, 'e': 0.773056346772428}",25,0,-141.5439746096605,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
670,False,"{'a': 0.1, 'e': 0.7713551276058866}",20,1,-37.919531541752185,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 0}",1
671,False,"{'a': 0.1, 'e': 0.7696437215323697}",25,0,-143.02754742454735,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
672,False,"{'a': 0.1, 'e': 0.7679220828707819}",25,0,-37.61537311454121,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
673,False,"{'a': 0.1, 'e': 0.7661901658036665}",35,0,-123.79895528139888,"{0: 23, 1: 6, 2: 4, 3: 0, 4: 2}",0
674,False,"{'a': 0.1, 'e': 0.7644479243770022}",30,0,-150.69348514812182,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
675,False,"{'a': 0.1, 'e': 0.7626953125}",20,0,-64.1298019451475,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
676,False,"{'a': 0.1, 'e': 0.7609322839449}",30,14,-78.00255272218402,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
677,False,"{'a': 0.1, 'e': 0.759158792346768}",35,0,-151.17004008084874,"{0: 24, 1: 1, 2: 7, 3: 1, 4: 2}",0
678,False,"{'a': 0.1, 'e': 0.7573747912032922}",25,0,-82.05252698589311,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
679,False,"{'a': 0.1, 'e': 0.7555802338745804}",20,12,-40.93073846924999,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
680,False,"{'a': 0.1, 'e': 0.7537750735829565}",25,0,-88.30973334981563,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
681,False,"{'a': 0.1, 'e': 0.7519592634127572}",20,0,-69.36385472282537,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
682,False,"{'a': 0.1, 'e': 0.7501327563101289}",30,0,-97.29555642153609,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
683,False,"{'a': 0.1, 'e': 0.7482955050828244}",20,0,-79.03761768355496,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
684,False,"{'a': 0.1, 'e': 0.7464474623999999}",20,9,-24.794281156996643,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 0}",1
685,False,"{'a': 0.1, 'e': 0.7445885807920117}",20,2,-116.75261278686546,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 2}",1
686,False,"{'a': 0.1, 'e': 0.7427188126502126}",25,5,-58.03674609974296,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
687,False,"{'a': 0.1, 'e': 0.740838110226749}",25,0,-22.449674983474267,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
688,False,"{'a': 0.1, 'e': 0.7389464256343579}",25,0,-105.78041361673948,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
689,False,"{'a': 0.1, 'e': 0.7370437108461634}",20,7,-49.73283390105751,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
690,False,"{'a': 0.1, 'e': 0.7351299176954733}",30,4,-205.55080233848696,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 4}",1
691,False,"{'a': 0.1, 'e': 0.7332049978755761}",20,0,-99.73326349729595,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
692,False,"{'a': 0.1, 'e': 0.7312689029395383}",30,0,-57.98401533095773,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
693,False,"{'a': 0.1, 'e': 0.7293215843}",30,0,-63.584895877189524,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",1
694,False,"{'a': 0.1, 'e': 0.7273629932289725}",20,0,-61.379030819669104,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
695,False,"{'a': 0.1, 'e': 0.7253930808576352}",30,0,-59.69375250241238,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
696,False,"{'a': 0.1, 'e': 0.7234117981761317}",35,0,-55.51913558493175,"{0: 25, 1: 4, 2: 5, 3: 1, 4: 0}",0
697,False,"{'a': 0.1, 'e': 0.7214190960333672}",30,0,-59.24427536853135,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
698,False,"{'a': 0.1, 'e': 0.719414925136805}",20,0,-66.46126695957074,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
699,False,"{'a': 0.1, 'e': 0.7173992360522634}",25,5,-69.95121641257809,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
700,False,"{'a': 0.1, 'e': 0.7153719792037121}",30,13,-60.05188609500796,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
701,False,"{'a': 0.1, 'e': 0.7133331048730698}",20,0,-164.76839908316987,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
702,False,"{'a': 0.1, 'e': 0.7112825631999999}",25,0,-108.78125571130548,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
703,False,"{'a': 0.1, 'e': 0.7092203041817084}",25,11,-91.32751986140207,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 1}",1
704,False,"{'a': 0.1, 'e': 0.7071462776727395}",25,0,-21.890771944276718,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",1
705,False,"{'a': 0.1, 'e': 0.7050604333847736}",20,0,30.07124245146071,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
706,False,"{'a': 0.1, 'e': 0.7029627208864231}",20,3,-115.77355655152012,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 1}",1
707,False,"{'a': 0.1, 'e': 0.7008530896030296}",20,9,-27.489036183955808,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
708,False,"{'a': 0.1, 'e': 0.6987314888164609}",25,0,-43.66109698433639,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
709,False,"{'a': 0.1, 'e': 0.6965978676649072}",20,0,-70.49785277140444,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
710,False,"{'a': 0.1, 'e': 0.6944521751426781}",20,6,-2.3996521858734194,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.1, 'e': 0.6922943601}",20,4,-38.66994492152035,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.6901243712428119}",25,14,-3.9299257078404946,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.1, 'e': 0.6879421571325628}",20,0,-133.6490920397374,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
714,False,"{'a': 0.1, 'e': 0.6857476661860082}",25,0,-66.97509103071086,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
715,False,"{'a': 0.1, 'e': 0.6835408466750073}",20,9,-104.95598520488092,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 2}",1
716,False,"{'a': 0.1, 'e': 0.6813216467263188}",25,10,0.9955301834908261,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.1, 'e': 0.6790900143213991}",25,19,5.443875617241419,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.1, 'e': 0.6768458972961982}",25,0,-109.52213740114351,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
719,False,"{'a': 0.1, 'e': 0.6745892433409558}",25,3,-57.89389431398955,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 0}",1
720,False,"{'a': 0.1, 'e': 0.67232}",25,0,-116.98679691543019,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
721,False,"{'a': 0.1, 'e': 0.6700381146715423}",20,0,-76.78459257619227,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
722,False,"{'a': 0.1, 'e': 0.6677435346074752}",25,0,-68.79751970292618,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
723,False,"{'a': 0.1, 'e': 0.6654362069131687}",30,0,-194.93323701792187,"{0: 20, 1: 0, 2: 4, 3: 3, 4: 3}",0
724,False,"{'a': 0.1, 'e': 0.6631160785472675}",25,0,-119.22736467363339,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
725,False,"{'a': 0.1, 'e': 0.6607830963214872}",20,7,-4.574808935201065,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.1, 'e': 0.6584372069004115}",20,5,-41.871029631483474,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 0}",1
727,False,"{'a': 0.1, 'e': 0.6560783568012888}",25,10,-33.02800151740816,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
728,False,"{'a': 0.1, 'e': 0.6537064923938288}",20,3,-84.16154800951364,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
729,False,"{'a': 0.1, 'e': 0.6513215599}",20,11,-14.693374603867808,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
730,False,"{'a': 0.1, 'e': 0.6489235053938255}",25,10,-62.12122675985515,"{0: 7, 1: 4, 2: 3, 3: 1, 4: 0}",1
731,False,"{'a': 0.1, 'e': 0.6465122748011805}",25,10,-54.75380224814888,"{0: 9, 1: 3, 2: 1, 3: 2, 4: 0}",1
732,False,"{'a': 0.1, 'e': 0.6440878138995885}",20,1,-15.502502422568561,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
733,False,"{'a': 0.1, 'e': 0.6416500683180189}",20,2,-61.99269916258997,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
734,False,"{'a': 0.1, 'e': 0.6391989835366831}",25,9,18.95973547431086,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
